start	end	text
1537680	1539680	Gelaber.
1539680	1542680	Gelaber. Was heißt hier Gelaber? Ich labere nie rum.
1542680	1544680	Ich weiß ganz genau, was ich will.
1544680	1546680	Du bist ständig nur am Labern.
1546680	1548680	Aber man muss doch nicht immer ein genaues Lied sagen.
1548680	1550680	Und du bist immer besser Wischeris und stehst hier rum.
1550680	1552680	Es ist ja auch so. Entschuldigung.
1552680	1554680	Wenn du nie was weißt, muss ich dich eben korrigieren.
1554680	1556680	Ich stelle mich da und ich bin so toll.
1556680	1558680	Das ist mein Dienst an der Menschheit.
1558680	1560680	Ich bin so der Tollesin.
1560680	1562680	Verstehe alle. Ich bin viel besser.
1562680	1564680	Jetzt lass mich doch mal ausreden.
1564680	1566680	Du Kackwurst. Du blödes Mocki.
1567680	1569680	Ich kack dich dran.
1569680	1571680	Geh weg.
1571680	1573680	Nicht auf die Nase.
1573680	1575680	Du bist meine Meisterin.
1575680	1577680	Du Mock.
1583680	1587680	Tja, das war ja nochmal eine richtige Überraschung.
1587680	1590680	Für unsere Favoriten für diesen Wettbewerb.
1590680	1592680	Aber nun gut.
1592680	1595680	Und somit kommen wir zur Endauswertung dieser Runde.
1595680	1600680	DJ Don und MC Sid leider verloren, auch das Küsschen nichts gebracht.
1600680	1610680	Von daher bis da, da du als einziger das Lied in irgendeiner Form anmoderiert hast, gewinnst du jetzt die dritte Runde.
1610680	1613680	Und somit bist du auch unser Gesamtsieger.
1617680	1620680	Herzlichen Glückwunsch von mir, Heidegger.
1620680	1622680	Gratuliere dir zu diesem grandiosen Sieg.
1622680	1624680	Herzlichen Glückwunsch.
1624680	1627680	Du hast eine tolle Sache gewonnen.
1627680	1628680	Richtig klasse.
1628680	1631680	Ein riesiges Zirkus-Zelt.
1631680	1632680	Herzlichen Glückwunsch.
1632680	1635680	Hier ist die Besitzurkunde für deinen Zirkus.
1635680	1638680	Nochmal ganz herzlichen Glückwunsch.
1638680	1644680	Danke dir, Heidegger, für diesen tollen Preis.
1644680	1650680	Vielen Dank, dass genau das habe ich mir gewünscht.
1650680	1655680	Aber damit sie nicht ganz leer ausgehen, kommen wir noch zu unseren zweiten Siegern.
1655680	1660680	DJ Don und MC Sid, ihr habt ja immerhin einen Wettbewerb gewonnen.
1660680	1662680	Ich bring dich um.
1662680	1663680	Wir kriegen trotzdem was.
1663680	1664680	Was?
1664680	1665680	Wir kriegen Trostpreis, hat er gesagt.
1665680	1666680	Wir kriegen was?
1666680	1667680	Ich habe was gewonnen?
1667680	1668680	Ich habe eigentlich was gewonnen.
1668680	1669680	Was ist es denn?
1669680	1672680	Für unsere Zweitplatzierten haben wir hier...
1672680	1673680	Zehn Millionen Geld.
1673680	1676680	Diese verschlossene Muschel.
1676680	1677680	Muschel?
1677680	1678680	Eine Muschel?
1678680	1681680	Das ist ja noch viel besser.
1681680	1682680	Eine Muschel?
1682680	1683680	Viel Spaß damit.
1683680	1686680	Herzlichen Glückwunsch von mir, Heidegger.
1686680	1689680	Ich gratuliere dir DJ Don, MC Sid.
1689680	1690680	Herzlichen Glückwunsch.
1690680	1691680	Danke für's Mitmachen.
1691680	1692680	Ihr wart da.
1692680	1693680	Das war schön.
1693680	1701680	Und nun noch einen wunderschönen Tag hier an unserer Strandbar.
1701680	1702680	Genießt den Tag.
1702680	1703680	Es ist sonnig.
1703680	1704680	Wunderschön.
1704680	1705680	Mit mir, Heidegger.
1705680	1707680	Ihr könnt mich treffen.
1707680	1710680	Autogramme sind eine wunderbare Sache.
1710680	1713680	Kommt zu mir.
1713680	1721680	Ja, es nennt sich zwar Trostpreis, aber sonderlich getröstet fühle ich mich eigentlich nicht.
1721680	1724680	Es ist nur eine dumme, alte Muschel.
1724680	1727680	Ein hässliches, blödes Ding aus dem Meer.
1727680	1728680	Kein Zirkus zählt.
1728680	1729680	Mein Traum vom Zirkus.
1729680	1733680	Na ja, vielleicht können wir sie trotzdem noch verkaufen und kriegen wenigstens ein
1733680	1734680	paar Geld dafür.
1734680	1736680	Wem sollen wir denn eine dumme Muschel verkaufen?
1736680	1738680	Man kann fast alles verkaufen.
1738680	1740680	Wir können die Mambas verkaufen.
1740680	1741680	Nein, das sind Lebewesen.
1741680	1743680	Die kannst du nicht einfach so verkaufen.
1743680	1749680	Also man könnte, aber das bringen wir nicht übers Herz, weil wir gute Menschen sind.
1749680	1752680	Wenn wir die Mambas nicht verkaufen, dann verkaufen wir auch nicht die dumme Muschel.
1752680	1754680	Von mir aus, wir kriegen eh nichts dafür.
1754680	1757680	Das ist aber sehr zahle.
1757680	1761680	Na, Herr Gewinner, wollen Sie sich in Ihrem Sieg sonnen?
1761680	1762680	Ein Banger.
1762680	1764680	Der Gewinner Banger.
1764680	1769680	Nun, ich dachte da an ein Geschäft, was wir machen könnten.
1769680	1770680	Das Geschäft?
1770680	1773680	Was ist das für ein Geschäft?
1773680	1776680	Nun, ich habe ja den Zirkus gewonnen.
1776680	1780680	Ja genau, du hast den Zirkus gewonnen, blöder Banger.
1780680	1782680	Schön für dich, wenigstens was von Wert.
1782680	1786680	Aber leider kann ich nicht viel damit angefangen.
1786680	1792680	Aber mich interessiert sehr diese wunderschöne Muschel.
1792680	1796680	Ich bin ein Sammler, müssen Sie wissen.
1796680	1801680	Das ist ja auch ein extrem wunderschönes Exemplar, muss man sagen.
1801680	1802680	Eine Muschel.
1802680	1811680	Nun, ich dachte daran, dass wir vielleicht einfach die Preise vertauschen könnten.
1811680	1812680	Tauschen?
1812680	1813680	Ja.
1813680	1823680	Unseres wertvolle Muschel gegen ein wertloses, wahrscheinlich uraltes und kaputtes Zirkus-Zelt
1823680	1826680	ist eigentlich unter Wert.
1826680	1828680	Jetzt hör doch mal auf mit dem Blödsinn.
1828680	1830680	Ja mein lieber Banger, ich finde ja Bangers so toll.
1830680	1832680	Ihr seid ja so nett, so toll.
1832680	1834680	Wir nehmen das Zelt, ist kein Problem für uns.
1834680	1837680	Es tut uns ein bisschen leid für diese wunderschöne Muschel.
1837680	1839680	Aber wir nehmen das Zelt an.
1839680	1840680	Sofort.
1840680	1841680	Sehr gut.
1841680	1847680	Ich wünsche euch hier die Besitzurkunde und viel Spaß mit dem Zirkus.
1847680	1849680	Auf Wiedersehen.
1849680	1851680	Es war mir eine Freude.
1851680	1852680	Tschüss.
1855680	1857680	Wir haben eine Urkunde für einen Zirkus.
1857680	1858680	Ich bin begeistert.
1858680	1860680	Das erste Mal, dass es wirklich sinnvoll ist.
1860680	1862680	Ich habe einen Zirkus.
1862680	1866680	Der DJ Don Zirkus.
1866680	1868680	Mein Gott, was für ein Erfolg.
1868680	1870680	Wir haben einen Zirkus, wir haben Mombas.
1870680	1872680	Und ich habe auch diesen gelben Stein.
1872680	1873680	Was für ein gelben Stein?
1873680	1874680	Der gelbe Stein.
1874680	1876680	In der Muschel war der drin.
1876680	1877680	Der gelbe Stein.
1877680	1878680	Ich meine total wertlos.
1878680	1879680	Funkelt ein bisschen.
1879680	1880680	Aber ich habe einen gelben Stein.
1880680	1881680	Die konnte man aufmachen?
1881680	1882680	Ja.
1882680	1883680	Einfach aufklack.
1883680	1884680	Stein raus.
1884680	1885680	Hier.
1885680	1886680	Pass auf.
1886680	1887680	Der hat uns Glück gebracht.
1887680	1888680	Überleg mal.
1888680	1894680	Jemand mit ein wenig Verstand hätte doch nie etwas total Wertloses gegen etwas Wertvolles getauscht.
1894680	1895680	Wahres Geld quasi.
1895680	1896680	Das ist ein Glückstein.
1896680	1897680	Meine Rede.
1897680	1900680	Ein wertvoller Glücksstein.
1900680	1901680	Na ja wertvoll.
1901680	1902680	Vielleicht jetzt weiß ich nicht.
1902680	1904680	Aber auf jeden Fall hat er uns Glück gebracht.
1904680	1906680	Ein Glückskristall.
1906680	1908680	Es ist der Glückskristall.
1908680	1910680	Ja, ein Glückskristall.
1910680	1911680	Den gebe ich nie wieder her.
1911680	1913680	Ich werde ihn immer bei mir tragen.
1913680	1916680	Vielleicht gibt es ihn entweder lieber mir oder wir verstecken ihn einfach.
1916680	1917680	Verstecken.
1917680	1921680	Am besten ist, wir verstecken ihn an einem Ort, den nur wir beide wissen.
1921680	1923680	Die Mombas begeben.
1923680	1926680	Du willst diesen kleinen Mombas, diesen Stein füttern?
1926680	1927680	Nein, nicht füttern.
1927680	1929680	Wir machen eine Halskette aus dem Stein.
1929680	1930680	Aus den Mombas?
1930680	1931680	Das ist Zielkönigerei.
1931680	1934680	Nein, wir machen eine Halskette aus dem Stein und binden den um die Mombas.
1934680	1935680	Um den Momba.
1935680	1936680	Um einen Momba.
1936680	1937680	Die werden ja noch mal ein bisschen größer.
1937680	1938680	Könnten wir natürlich machen.
1938680	1939680	Ja, das.
1939680	1941680	Und mit den Mombas beginnen wir einen Zirkus.
1941680	1942680	Ich habe eine Vision.
1942680	1943680	Auf der einen Seite bin ich.
1943680	1944680	Auf der anderen Seite die Mombas.
1944680	1945680	Das ist ja ein Zirkus.
1945680	1946680	Können wir den nicht einfach verkaufen?
1946680	1947680	Ich werde Donteur.
1947680	1948680	Ich sehe es schon.
1948680	1949680	DJ Dons.
1949680	1950680	Megasuperduper Zirkus.
1950680	1951680	Wow.
1951680	1952680	Mit so einem Zirkus.
1953680	1955680	Da kommen bestimmt ganz viele Idioten.
1955680	1956680	Ja, der Name.
1956680	1957680	Der Name ist auch nicht so wichtig.
1957680	1958680	Daran können wir noch arbeiten.
1958680	1959680	Aber ich sehe es schon vor mir.
1959680	1960680	Leuchtere Kramen.
1960680	1961680	Wunderbar.
1961680	1962680	Planen könntest du.
1962680	1963680	Wenn es ums Plan geht, dann haben wir noch mehr den Plan.
1963680	1964680	Du musst erst mal überlegen, wie viel die Karten kosten sollen.
1964680	1965680	Wie soll das eigentlich gehen?
1965680	1966680	Gucken wir mal.
1966680	1967680	Kartenpreise einstellen.
1968680	1969680	Das ist ein Zirkus.
1969680	1970680	Das ist ein Zirkus.
1970680	1971680	Das ist ein Zirkus.
1971680	1972680	Das ist ein Zirkus.
1972680	1973680	Das ist ein Zirkus.
1973680	1974680	Das ist ein Zirkus.
1975680	1976680	Das ist ein Zirkus.
1976680	1977680	Das ist ein Zirkus.
1977680	1978680	Das ist ein Zirkus.
1978680	1979680	Das ist ein Zirkus.
1979680	1981680	Das ist ein Zirkus.
2009680	2010680	Das ist ein Zirkus.
2010680	2011680	Das ist ein Zirkus.
2011680	2012680	Das ist ein Zirkus.
2012680	2013680	Das ist ein Zirkus.
2013680	2014680	Das ist ein Zirkus.
2014680	2015680	Das ist ein Zirkus.
2015680	2016680	Das ist ein Zirkus.
2016680	2017680	Das ist ein Zirkus.
2017680	2018680	Das ist ein Zirkus.
2018680	2019680	Das ist ein Zirkus.
2019680	2020680	Das ist ein Zirkus.
2020680	2021680	Das ist ein Zirkus.
2021680	2022680	Das ist ein Zirkus.
2022680	2023680	Das ist ein Zirkus.
2023680	2024680	Das ist ein Zirkus.
2024680	2025680	Das ist ein Zirkus.
2025680	2026680	Das ist ein Zirkus.
2026680	2027680	Das ist ein Zirkus.
2027680	2028680	Das ist ein Zirkus.
2028680	2029680	Das ist ein Zirkus.
2029680	2030680	Das ist ein Zirkus.
2030680	2031680	Das ist ein Zirkus.
2031680	2032680	Das ist ein Zirkus.
2032680	2033680	Das ist ein Zirkus.
2033680	2034680	Das ist ein Zirkus.
2034680	2035680	Das ist ein Zirkus.
2035680	2036680	Das ist ein Zirkus.
2036680	2037680	Das ist ein Zirkus.
2037680	2038680	Das ist ein Zirkus.
2038680	2039680	Das ist ein Zirkus.
2039680	2040680	Das ist ein Zirkus.
2040680	2041680	Das ist ein Zirkus.
2041680	2042680	Das ist ein Zirkus.
2042680	2043680	Das ist ein Zirkus.
2043680	2044680	Das ist ein Zirkus.
2044680	2045680	Das ist ein Zirkus.
2045680	2046680	Das ist ein Zirkus.
2046680	2047680	Das ist ein Zirkus.
2047680	2048680	Das ist ein Zirkus.
2048680	2049680	Das ist ein Zirkus.
2049680	2050680	Das ist ein Zirkus.
2050680	2051680	Das ist ein Zirkus.
2051680	2052680	Das ist ein Zirkus.
2052680	2053680	Das ist ein Zirkus.
2053680	2054680	Das ist ein Zirkus.
2054680	2055680	Das ist ein Zirkus.
2055680	2056680	Das ist ein Zirkus.
2056680	2057680	Das ist ein Zirkus.
2057680	2058680	Das ist ein Zirkus.
2058680	2059680	Das ist ein Zirkus.
2059680	2060680	Das ist ein Zirkus.
2060680	2061680	Das ist ein Zirkus.
2061680	2062680	Das ist ein Zirkus.
2062680	2063680	Das ist ein Zirkus.
2063680	2064680	Das ist ein Zirkus.
2064680	2065680	Das ist ein Zirkus.
2065680	2066680	Das ist ein Zirkus.
2066680	2067680	Das ist ein Zirkus.
2067680	2068680	Das ist ein Zirkus.
2068680	2069680	Das ist ein Zirkus.
2069680	2094680	Das ist ein Zirkus.
2094680	2097680	Copyright WDR 2021
